spid,x,y,bio01,bio02,bio03,bio04,bio07,bio12,bio13,bio14,bio15,bio18,bio19,slope,aspect,hillshade,tri,watdist,landcover
boulengeri,-78.66705947,1.077176123,254,84,86,364,97,2652,313,140,26,879,537,0,279,181,-68,13.34166406,10
boulengeri,-78.58091855,0.91240788,226,83,87,293,95,3447,390,134,28,1112,897,2,219,184,-118,5,10
boulengeri,-78.99800057,0.908100389,259,86,86,359,100,3041,361,114,30,975,636,2,123,176,126,0,10
boulengeri,-78.51613673,0.882906468,217,86,89,281,96,3199,354,112,29,1020,866,9,358,181,171,2.236067977,10
boulengeri,-78.88818183,0.166079219,217,87,84,438,103,2123,333,45,60,860,372,6,276,198,-312,7.071067812,10
boulengeri,-79.25241904,0.126179183,250,85,79,665,107,2749,541,52,75,1409,201,2,57,176,-246,7.615773106,10
boulengeri,-78.99054941,-0.092994552,221,85,82,541,103,3036,515,67,68,1315,299,3,220,187,-34,3.605551275,10
boulengeri,-77.20067071,3.842126454,214.1963468,97.2285187,83.73548793,536.5428671,115.4046266,2288.148786,309.759999,99.88871522,49.71716076,668.2555032,505.8848826,2.095985646,189.636658,178.2422337,24,0,80
boulengeri,-76.9115203,3.614872828,260,88,92,293,95,4438,625,205,34,771,1490,17,164,166,1192,1,10
boulengeri,-76.87927208,3.607180879,254,92,92,266,99,3443,471,178,31,829,1157,7,80,158,1451,3.16227766,10
boulengeri,-78.17371344,2.96604687,236.7320794,96.90287086,83.56468786,545.1975164,115.4436039,2389.701356,326.2872558,103.4038717,46.58058715,754.7829858,479.4573168,4.112359821,180.7214873,180.2895481,447,0,10
boulengeri,-78.8169789,1.274139076,260,80,88,330,90,2591,317,90,39,889,349,0,319,181,-58,2,10
boulengeri,-78.59500039,1.028317753,250,85,88,307,96,2771,323,162,24,908,563,7,57,161,428,4.123105626,10
boulengeri,-78.98329891,0.783299068,253,88,86,358,102,3044,369,126,32,1075,580,3,314,187,-141,5,10
boulengeri,-80.09303539,0.697211663,250,56,73,606,76,1605,245,38,60,686,177,3,312,187,20,0,10
boulengeri,-79.16814203,0.498456152,230,83,82,508,101,2786,432,76,59,1152,331,2,117,175,-386,8.94427191,10
boulengeri,-79.42649788,0.418031806,253,79,80,571,98,2292,423,54,66,1076,216,1,164,179,171,0,10
boulengeri,-79.59883768,0.311878446,250,77,77,663,99,2085,416,36,77,1065,145,3,267,188,108,10.44030651,10
boulengeri,-78.87994587,0.246423302,218,88,85,433,103,1854,278,39,56,724,352,7,185,182,-49,1.414213562,10
boulengeri,-78.77293636,0.241892855,222,88,85,416,103,1573,241,31,55,619,246,7,165,174,1109,2.236067977,10
boulengeri,-78.86484289,0.235614441,228,87,84,423,103,1833,314,40,61,768,315,5,141,169,666,1,10
boulengeri,-78.8760397,0.235034757,224,87,84,469,103,1756,292,36,60,725,234,8,150,167,157,0,10
boulengeri,-78.88800346,0.225429854,228,87,84,494,103,1934,334,43,62,813,241,6,175,178,-56,1,10
boulengeri,-78.91956498,0.223690804,230,87,83,517,104,2322,397,58,61,968,290,7,162,173,309,1,10
boulengeri,-78.89249824,0.217104712,232,87,82,551,105,2286,390,58,60,955,287,6,312,195,690,1.414213562,10
boulengeri,-78.61689458,0.213136112,200,97,89,278,108,1807,269,31,58,727,384,10,314,202,579,2,10
boulengeri,-79.23448899,0.119249739,247,85,79,684,107,2935,570,56,75,1507,217,3,250,191,-161,9.848857802,10
boulengeri,-79.04140546,0.0779763,228,85,80,587,105,3822,656,106,64,1808,421,2,240,187,106,11,10
boulengeri,-79.38899239,0.01299828,246,86,78,775,110,2709,553,35,85,1490,148,0,0,180,-6,2.236067977,10
boulengeri,-79.35899155,-0.057000689,244,89,78,747,113,2944,575,46,81,1585,178,1,304,183,-30,3.605551275,10
boulengeri,-79.29659981,-0.242570638,239,94,78,737,119,2892,549,49,80,1554,186,1,259,182,0,13.03840481,10
boulengeri,-79.24588646,-0.341812391,236,92,79,718,116,2775,525,47,80,1496,162,1,230,182,-41,4.472135955,10
boulengeri,-79.39633207,-0.603762283,244,88,77,788,114,2650,502,35,86,1468,124,0,203,181,-9,5.099019514,10
boulengeri,-76.94429023,3.672537923,259,86,93,269,92,4647,649,205,34,782,1551,3,229,188,377,0,10
boulengeri,-78.50130576,1.173283128,247,82,88,293,93,3266,394,196,23,946,661,5,312,191,-158,0,10
boulengeri,-78.98684836,1.092609072,261,81,87,370,93,2229,301,72,38,805,331,0,108,179,-20,0,50
boulengeri,-78.70741433,1.052981041,257,85,87,320,97,2553,305,124,27,853,524,1,268,184,-46,12.16552506,10
boulengeri,-79.3167059,1.016701795,254,75,86,343,87,1575,274,52,54,568,176,2,263,186,5,4,10
boulengeri,-78.60055197,0.906584294,227,84,87,332,96,3415,390,134,28,1108,880,2,325,184,-224,6.708203932,10
boulengeri,-80.08332793,0.666666821,249,57,75,601,76,1647,252,39,60,708,163,1,193,181,-250,0,10
boulengeri,-79.6449983,0.392998412,238,76,78,654,97,2151,406,36,77,951,147,2,36,177,339,1,10
boulengeri,-78.99182917,0.266899494,239,86,81,577,105,2838,475,83,61,1208,284,2,210,183,404,2,10
boulengeri,-79.04900377,0.083505585,228,85,80,588,105,3948,678,111,63,1864,436,2,248,185,-87,12.04159458,10
boulengeri,-79.33419895,-0.24027866,240,96,80,727,120,2891,548,49,81,1539,181,1,227,182,-16,16.55294536,10
boulengeri,-77.24435652,3.98352009,259,70,88,309,79,7547,895,305,31,1160,2583,1,249,183,107,0,10
boulengeri,-76.9406739,3.659673417,255,88,91,307,96,4194,573,197,32,738,1395,3,246,188,199,2,10
boulengeri,-78.77033225,1.133164596,259,83,87,322,95,2491,304,102,31,851,389,0,135,180,-10,11.40175425,10
boulengeri,-78.64529459,1.063932593,250,84,87,350,96,2818,331,163,25,931,547,3,274,189,-213,11.04536102,10
boulengeri,-78.54782756,0.925339273,229,83,88,270,94,3533,400,141,26,1130,927,9,53,158,-540,1,10
boulengeri,-79.46098903,0.761997943,254,75,81,489,92,1561,267,45,59,591,155,4,227,190,460,8.602325267,30
boulengeri,-78.91646591,0.746132461,259,88,84,423,104,2793,350,114,32,946,535,1,225,182,65,0,10
boulengeri,-78.92500508,0.745561696,259,88,84,415,104,2808,351,113,32,996,539,0,117,180,147,0,10
boulengeri,-79.85122726,0.741093677,250,62,77,525,80,1375,231,31,66,531,124,1,326,182,235,12.80624847,10
boulengeri,-80.05304171,0.693885174,244,59,75,563,78,1515,245,32,64,578,147,5,307,193,-307,4.472135955,10
boulengeri,-79.26670154,0.116699134,250,85,79,689,107,2728,544,49,76,1411,191,5,30,173,-37,6.403124237,10
boulengeri,-79.16589464,0.110460851,240,85,79,705,107,3392,598,77,71,1702,281,3,203,184,-66,16.55294536,10
boulengeri,-79.13332983,0.0999998,235,85,78,680,108,3725,647,98,67,1820,337,2,237,187,-330,16.2788206,10
boulengeri,-78.63245684,0.025813736,168,121,85,165,142,1491,224,29,52,590,389,8,268,205,929,20.02498439,10
boulengeri,-79.38923318,-0.010394165,245,87,78,754,111,2754,557,36,84,1513,152,1,336,181,-37,2,10
boulengeri,-79.38138962,-0.014773002,245,87,78,741,111,2781,560,37,84,1523,156,0,7,180,-71,1.414213562,10
boulengeri,-79.38432371,-0.142298833,244,94,80,758,117,2868,552,44,83,1550,160,0,215,181,-5,12.04159458,10
boulengeri,-79.13359737,-0.258610025,230,86,79,662,108,2669,483,52,76,1413,188,3,12,178,-214,1.414213562,10
boulengeri,-78.80113126,-0.43790156,161,109,85,198,128,2066,321,40,57,823,192,9,108,153,530,25.55386468,10
boulengeri,-79.33332943,-0.566667021,238,87,76,807,114,2698,506,41,82,1468,224,3,291,188,-388,2.236067977,10
boulengeri,-76.99999778,3.700001527,263,82,92,289,89,5909,855,221,40,858,1969,1,313,182,13,1,10
boulengeri,-78.80889009,1.099997802,260,84,87,360,96,2460,307,97,32,849,484,0,281,181,39,5.830951895,10
boulengeri,-78.63279573,1.038810018,248,84,87,314,96,2868,335,165,24,945,578,8,21,172,51,8.246211251,10
boulengeri,-78.81833447,1.036112262,259,85,87,351,97,2519,315,104,30,865,502,1,315,182,-82,0,10
boulengeri,-80.09052938,0.707289232,249,56,73,597,76,1578,243,37,60,678,171,2.337045675,216.0543696,183.2000828,-55,0,10
boulengeri,-79.9591821,0.610531198,252,58,74,611,78,1872,280,47,58,800,195,1,270,182,-28,2.236067977,10
boulengeri,-79.52305526,0.399165349,252,77,78,610,98,2172,410,48,69,1046,186,2,254,187,-64,6.08276253,10
boulengeri,-79.68599527,0.383999946,237,75,78,595,96,2080,391,34,77,914,142,8,325,195,238,5.385164807,10
boulengeri,-79.73474662,0.341567141,229,76,80,602,95,2128,393,33,78,932,150,3,148,175,-180,11.66190379,10
boulengeri,-79.0391001,0.131695091,228,86,81,587,105,3655,625,102,63,1534,416,1,311,182,-36,10.81665383,10
boulengeri,-79.21096723,0.126674143,246,85,78,718,108,2960,568,59,74,1510,225,3,261,190,359,11.18033989,10
boulengeri,-79.28309765,0.013198939,241,86,78,747,110,3194,611,58,77,1675,221,1,236,183,-87,6.708203932,10
boulengeri,-79.16823121,-0.271822341,230,86,78,666,109,2675,491,49,78,1429,179,1,221,182,67,5,50
boulengeri,-79.69213099,-0.297457713,247,93,80,718,116,2127,409,25,89,1179,112,1,334,182,195,21.9317122,10
boulengeri,-78.79888833,-0.416390856,164,105,85,159,123,2201,346,47,59,889,215,20,53,132,1101,24.59674775,10
boulengeri,-77.36558164,3.936574674,235.2589316,96.87764135,83.49195125,538.683126,115.4939614,2405.594553,327.0447141,103.3448976,46.66612722,756.421238,488.8829989,4.019496373,181.3390037,180.3000306,-35,0,10
boulengeri,-78.62408711,1.043438565,250,85,88,317,96,2817,329,165,24,926,560,2,345,182,43,7.615773106,10
boulengeri,-78.60275923,1.000247712,241,84,88,310,95,3161,363,163,24,1030,716,10,247,209,133,5.385164807,10
boulengeri,-78.20247465,0.957270896,208,90,90,218,99,2897,308,99,27,878,855,4,117,170,997,6.403124237,10
boulengeri,-78.18711304,0.937222778,206,91,92,170,98,2631,286,82,30,806,773,5,70,165,584,4.472135955,10
boulengeri,-78.19390871,0.923907902,203,93,92,234,101,2317,259,63,33,719,700,7,35,167,684,4.123105626,10
boulengeri,-78.4309902,0.906000152,211,87,89,246,97,3113,345,106,29,982,867,6,223,194,370,3.605551275,10
boulengeri,-78.45258116,0.884030161,226,85,89,252,95,3381,370,125,26,1061,929,11,259,213,198,0,10
boulengeri,-80.00536501,0.774889204,246,59,75,563,78,1398,232,29,65,622,133,3,139,174,104,5,30
boulengeri,-80.09117149,0.720960836,252,56,73,629,76,1555,238,38,59,662,174,1.955508359,214.3776006,182.7156993,-4,0,10
boulengeri,-79.55325229,0.716479439,257,73,81,492,90,1533,238,41,56,574,156,1,44,178,64,1,10
boulengeri,-79.91797554,0.691669001,249,60,75,556,79,1551,249,36,63,593,151,1,238,182,235,9.219544457,10
boulengeri,-79.95050023,0.607918165,251,58,74,579,78,1851,280,46,59,798,198,0,132,179,-113,2.828427125,10
boulengeri,-79.94007931,0.591807433,252,59,73,607,80,1852,281,47,59,800,192,0,333,181,-37,3.16227766,10
boulengeri,-79.33364156,0.564593539,242,80,80,567,100,2450,410,69,62,1030,242,1,312,184,70,8.485281374,10
boulengeri,-79.25058189,0.470943499,246,82,80,577,102,2703,463,72,62,1165,264,12,149,161,-604,1.414213562,10
boulengeri,-79.94185849,0.461048753,252,62,74,621,83,1758,290,44,63,792,169,1,61,177,6,6.403124237,10
boulengeri,-79.66750338,0.414950567,247,74,78,618,94,1954,361,40,72,836,156,2,88,173,707,3.605551275,10
boulengeri,-79.25043474,0.412261729,250,83,80,599,103,2664,472,67,63,1229,269,0,270,181,0,4.472135955,10
boulengeri,-79.64601051,0.409599645,244,75,78,612,96,2043,384,38,74,891,143,4,348,183,-435,1,10
boulengeri,-78.83333043,0.233331381,227,88,85,442,103,1717,290,36,60,714,227,9,1,180,503,1,10
boulengeri,-78.89866517,0.158498747,223,87,83,495,104,2094,355,44,63,877,258,3,339,183,456,7.211102551,10
boulengeri,-79.14106191,0.143520627,237,85,80,639,106,3538,613,90,68,1734,331,1,266,184,113,17.20465053,10
boulengeri,-79.10226327,0.108628161,232,85,80,633,106,3950,682,113,65,1891,409,1,212,183,116,16.55294536,10
boulengeri,-79.15254855,0.092156241,242,86,79,698,108,3235,580,73,71,1469,271,2,272,187,583,15.8113883,10
boulengeri,-78.9014209,0.066859761,210,88,83,435,105,3098,498,72,62,1298,531,5,6,179,-239,6.08276253,10
boulengeri,-78.86699664,0.034999484,200,91,86,337,105,3034,494,73,61,1266,536,2,270,186,1,5.830951895,10
boulengeri,-78.76268935,-0.069695749,186,98,87,237,112,2400,390,61,58,1002,264,5,358,181,392,9.219544457,10
boulengeri,-79.15000241,-0.249999501,228,84,80,621,105,2665,478,51,76,1401,219,0,284,182,-58,1.414213562,50
boulengeri,-78.84942778,-0.257000289,160,114,85,175,133,2245,353,48,57,909,212,7,217,194,-646,18.38477631,10
boulengeri,-79.0568607,-0.703806674,197,81,81,397,99,2323,415,39,77,1018,175,8,203,190,813,14.4222051,30
boulengeri,-79.23769509,-1.009701006,225,82,76,719,107,2357,469,26,85,1307,169,13,0,180,505,17.88854382,10
boulengeri,-78.72083177,1.352222394,256,76,86,326,88,2810,360,116,36,898,445,1,20,179,35,5,10
boulengeri,-79.06051717,1.156084376,260,78,86,379,90,2114,272,61,43,788,268,0,309,181,-16,2.236067977,30
boulengeri,-78.7075481,1.094388253,258,84,87,338,96,2508,298,117,28,836,525,1,293,182,169,13.89244399,10
boulengeri,-78.69417972,1.089260287,258,84,87,338,96,2522,299,121,27,839,527,2,211,184,-13,15.23154621,10
boulengeri,-78.84066119,0.912960809,255,87,87,338,100,2817,344,128,28,964,559,2,272,186,-62,1,10
boulengeri,-79.52726465,0.899061791,242,72,81,453,88,1174,273,23,81,445,77,8,339,189,699,9.486832981,10
boulengeri,-78.84198554,0.890999736,253,87,87,355,100,2876,350,133,28,987,513,1,72,176,116,0,10
boulengeri,-78.80091276,0.872454335,254,88,87,354,101,2759,339,133,28,945,536,2,37,176,28,1.414213562,10
boulengeri,-78.46206567,0.851126454,218,86,89,238,96,3065,337,105,29,971,845,11,91,147,963,1.414213562,10
boulengeri,-78.29698083,0.827818733,207,92,91,243,101,2145,241,51,36,693,656,12,197,191,594,5.099019514,10
boulengeri,-80.06849696,0.717389096,246,58,75,603,77,1500,240,33,63,658,138,3,333,185,345,3,10
boulengeri,-79.53874238,0.661516559,257,75,80,501,93,1778,265,51,52,720,195,0,248,181,142,0,50
boulengeri,-80.05861113,0.649338755,252,56,73,608,76,1800,266,45,58,761,214,3,191,182,-99,0,10
boulengeri,-80.04451591,0.639033772,252,56,73,605,76,1837,271,46,58,775,210,2,147,177,84,0,80
boulengeri,-79.95699268,0.591000335,251,58,74,600,78,1886,284,47,59,707,205,1,173,180,-37,1.414213562,10
boulengeri,-79.21015122,0.529081258,243,83,82,570,101,2693,437,83,58,1128,291,9,356,182,26,8.544003745,10
boulengeri,-79.98332813,0.466667221,246,62,73,630,84,1684,281,38,66,775,155,2,45,176,-287,3,10
boulengeri,-79.61498855,0.383999946,242,76,79,616,96,2146,411,37,76,951,146,4,168,178,129,3.605551275,10
boulengeri,-79.71138985,0.347051835,227,77,78,634,98,2229,408,35,77,1127,163,4,288,191,-415,9.219544457,10
boulengeri,-78.77766747,-0.048822697,192,96,88,303,109,2484,406,60,60,1042,422,5,206,188,621,7.071067812,10
boulengeri,-79.27353734,-0.085208962,243,90,78,754,114,3007,577,53,79,1593,198,0,37,180,237,0,50
boulengeri,-78.95426125,-0.313220635,203,86,84,411,102,2210,392,37,76,970,310,7,165,175,806,5.099019514,10
boulengeri,-77.26355741,3.834867038,279.0872126,96.86158676,82.7750933,636.027273,116.3949305,2401.798179,313.949079,117.6443608,58.64638794,653.2400401,544.2821253,1,194,181,8,0,80
boulengeri,-79.27999858,1.041998275,258,75,86,357,87,1666,256,50,49,602,193,0,90,179,99,2.828427125,50
boulengeri,-78.62543822,1.037548092,248,84,87,314,96,2868,335,165,24,945,578,8,21,172,51,8.246211251,10
boulengeri,-78.56843307,0.915261705,225,83,87,278,95,3499,390,136,27,1122,914,2,334,184,-141,2.828427125,10
boulengeri,-79.14402275,0.542984735,244,84,82,522,102,2727,422,92,54,1117,325,4,8,179,189,14.2126704,10
boulengeri,-79.14511523,0.533005267,239,84,82,530,102,2750,426,87,56,1183,308,3,292,188,340,13.60147051,10
boulengeri,-79.14424125,0.502719053,232,83,81,527,102,2764,424,80,57,1137,336,4,272,194,277,12.08304597,10
boulengeri,-79.10213396,0.4975242,230,84,83,543,101,2726,414,79,56,1110,348,9,167,174,-201,15.5241747,10
boulengeri,-79.72502578,0.360620879,233,75,78,587,96,2062,385,33,78,904,141,2,281,186,380,9.848857802,10
boulengeri,-78.93151983,0.331007989,222,86,83,458,103,2123,328,51,56,842,400,7,162,174,499,11.18033989,10
boulengeri,-78.92802835,0.049094703,209,88,84,433,104,3242,526,77,63,1368,386,1,316,183,2,4.123105626,10
boulengeri,-78.93844482,-0.002158205,211,87,83,465,104,3200,524,73,64,1363,511,8,151,169,-267,1,10
boulengeri,-78.96415153,-0.048506101,215,86,83,475,103,3010,500,66,67,1457,243,1,148,179,19,3.16227766,10
boulengeri,-79.01815125,-0.277793077,207,85,83,460,102,2405,430,39,77,1060,195,5,226,191,-321,5.099019514,10
boulengeri,-79.36667458,-0.549998901,243,89,77,811,115,2683,506,41,83,1466,137,0,135,180,-27,2.236067977,10
boulengeri,-76.66852605,3.929805758,245,99,91,287,108,1857,245,109,29,406,633,13,355,184,2080,13,10
boulengeri,-76.87383198,3.549948317,246,97,91,314,106,2444,331,132,30,500,835,1,145,178,1372,2.236067977,10
boulengeri,-78.83783412,1.28979498,260,79,87,367,90,2549,313,85,40,925,360,-0.232814157,196.3558954,180.7487932,7,1,50
boulengeri,-79.26999681,1.049997902,257,75,85,352,88,1693,260,52,49,612,213,1,236,182,-104,1.414213562,10
boulengeri,-78.61375091,0.909027882,229,83,87,300,95,3386,390,135,28,1102,788,5,283,194,-510,7.615773106,10
boulengeri,-78.44944642,0.870068716,229,84,89,264,94,3362,383,122,27,1063,946,2,240,186,704,1,10
boulengeri,-78.46330084,0.864998718,221,86,89,287,96,3217,354,115,28,1015,879,10,79,149,396,2.236067977,10
boulengeri,-78.95893884,0.689528632,256,88,86,383,102,2816,360,113,35,988,506,2,8,179,-210,0,10
boulengeri,-78.93763772,0.178292697,232,86,82,548,104,2712,466,72,61,1136,326,1,60,178,379,3,10
boulengeri,-78.87860368,0.166328928,214,88,84,457,104,2255,344,49,59,906,412,6,252,197,270,7,10
boulengeri,-78.64850069,0.065267862,166,123,84,173,145,1535,231,28,52,607,330,12,316,206,-1909,16.03121954,10
boulengeri,-79.21584103,-0.941467842,239,82,75,837,109,2704,558,24,88,1522,174,3,328,186,19,13.60147051,10
boulengeri,-77.33302574,3.978690883,278.3526103,96.67555889,82.75845174,613.141236,116.3293641,2503.183546,331.4029744,117.1120742,51.31008144,763.6974692,506.8473939,1,216,182,-154,1,10
boulengeri,-77.35667682,3.939696045,308.1920199,96.51972702,82.38378962,658.0258833,116.7106191,2545.251929,332.465035,124.8974429,55.56036953,751.1890601,525.1679792,1,197,181,-33,1,10
boulengeri,-78.77749802,1.075561929,259,85,88,329,96,2482,304,107,30,791,506,1,262,182,44,6.403124237,10
boulengeri,-78.77140243,1.058608426,259,85,87,352,97,2501,306,109,29,796,509,1,281,182,124,5.830951895,10
boulengeri,-78.44400185,0.833999047,207,90,90,249,99,2489,283,66,36,813,728,15,249,224,657,1,10
boulengeri,-80.02135534,0.505028867,252,59,73,666,80,1801,283,46,60,784,191,1,13,179,86,0,90
boulengeri,-79.70265001,0.356674575,233,76,79,598,96,2144,402,34,78,946,146,2,3,180,3,7.810249676,10
boulengeri,-79.21330826,0.32048897,248,83,79,616,104,2804,515,65,68,1347,253,1,18,179,-7,0,50
boulengeri,-78.55777582,0.222500224,191,103,88,232,117,1683,253,31,55,670,386,17,170,171,63,4.123105626,10
boulengeri,-78.9116367,0.160228878,228,87,82,541,105,2277,396,53,63,957,275,3,92,170,520,5.830951895,10
boulengeri,-78.82869742,0.097400144,181,102,86,235,118,2507,390,63,53,1008,453,9,197,189,-34,12,10
boulengeri,-79.09483441,0.092330146,231,85,80,614,106,4166,718,121,64,1978,443,3,204,185,-207,14.31782106,10
boulengeri,-78.94264083,0.093841782,217,87,84,470,103,2702,438,61,63,1267,440,2,349,182,-341,9.486832981,10
boulengeri,-79.19903914,-0.223672968,232,88,79,703,111,2809,516,51,78,1505,187,1,301,183,12,2.828427125,10
boulengeri,-79.60580726,-0.375866546,245,95,80,703,118,2340,456,26,88,1300,123,1,25,179,-228,11,10
boulengeri,-79.362813,-0.588668226,245,88,77,796,114,2642,501,36,85,1459,125,2,37,176,-185,2.828427125,10
boulengeri,-79.04918659,-0.69549045,188,82,82,309,100,2321,407,38,76,1002,169,15,168,171,265,15.8113883,10
espinosai,-78.71442404,-0.060380687,173,109,85,193,127,2278,356,67,54,932,264,17,327,208,852,13.41640786,10
espinosai,-78.75437758,-0.074177146,180,102,86,229,118,2373,383,66,57,986,399,7,0,180,623,10.63014581,10
espinosai,-78.79992284,-0.099264049,190,95,87,278,109,2528,415,62,60,1060,424,10,62,154,1141,10.19803903,10
espinosai,-79.16634501,-0.239498318,230,85,78,673,108,2681,486,51,77,1425,282,1,283,183,9,2.828427125,50
espinosai,-79.16822229,-0.271345217,230,86,78,679,109,2672,489,49,77,1425,181,1,202,181,46,4.242640687,50
espinosai,-78.85510422,0.160273469,189,97,87,301,111,2562,394,51,52,1002,491,8,225,198,-1466,7.615773106,10
espinosai,-78.77023415,-0.228087478,164,112,85,192,131,2341,377,58,58,964,236,7,22,172,1131,25.49509757,10
espinosai,-78.74333239,-0.077111235,185,99,86,243,114,2350,381,61,58,1051,397,2,215,184,903,11.3137085,10
espinosai,-78.96665755,-0.383331081,172,94,83,231,113,2426,392,55,64,997,225,8,299,203,-740,7.615773106,10
espinosai,-79.27805441,-0.449000262,240,91,77,785,117,2769,517,49,79,1473,253,1,254,185,66,2,10
espinosai,-79.3529896,-0.499000162,242,90,76,861,117,2718,509,45,81,1467,150,1,218,182,-12,3,30
espinosai,-78.76360346,-0.056568156,189,97,87,260,111,2418,394,60,59,1012,409,10,274,211,532,8.485281374,30
espinosai,-79.01815125,-0.277793077,207,85,83,460,102,2405,430,39,77,1060,195,5,226,191,-321,5.099019514,10
espinosai,-79.36669242,-0.549998901,243,89,77,811,115,2683,506,41,83,1466,137,0,135,180,-27,2.236067977,10
espinosai,-78.91889166,0.72971851,256,89,87,375,102,2826,356,118,33,1009,527,2,79,174,65,2,10
espinosai,-79.21290694,0.521968992,238,82,81,558,101,2739,443,79,60,1151,297,6,9,177,-403,7.615773106,10
espinosai,-78.86434347,0.293489113,203,91,87,344,104,2626,376,51,53,1001,594,7,280,201,371,5.099019514,10
espinosai,-79.14305067,0.144800389,237,85,80,639,106,3538,613,90,68,1734,331,1,266,184,113,17.20465053,10
espinosai,-79.0014207,-0.002300896,217,86,82,515,104,3098,516,71,66,1324,330,2,232,186,-200,3.605551275,30
espinosai,-78.88039624,-0.294916025,179,95,84,236,112,2428,396,63,62,1008,234,8,219,195,384,13.34166406,10
espinosai,-79.05101036,-0.3015913,218,83,81,536,102,2698,476,52,75,1195,327,7,34,167,325,1.414213562,10
espinosai,-78.87160289,-0.303749505,179,95,84,229,112,2412,392,63,62,999,234,8,239,203,30,14.14213562,10
espinosai,-78.88194355,-0.30560895,177,96,84,229,113,2434,395,63,62,1007,236,7,221,195,258,13.15294644,10
espinosai,-79.1476703,-0.33834767,229,85,78,676,108,2664,489,48,77,1413,175,2,321,184,-141,7.280109889,10
espinosai,-78.77769422,-0.058356255,191,96,87,290,110,2467,403,60,59,1034,233,5,355,182,155,7.810249676,10
espinosai,-78.72688722,-0.087483104,166,115,84,157,136,2152,338,54,54,874,235,16,249,227,-1119,13.45362405,10
espinosai,-79.05692313,-0.256911107,218,83,81,550,102,2825,493,56,74,1247,345,2,354,181,107,2.236067977,10
espinosai,-78.97779638,-0.287469327,203,86,84,409,102,2321,412,40,75,1017,324,5,170,177,396,4.472135955,10
espinosai,-79.21700486,-0.330218729,235,90,78,716,114,2745,518,47,80,1483,164,1,187,181,-20,3,10
espinosai,-79.70630202,0.353682518,231,76,79,597,96,2161,401,34,77,1098,151,3,332,184,-299,8.602325267,10
espinosai,-79.01084724,-0.252055146,208,85,83,451,102,2530,447,44,75,1112,214,2,357,181,394,7.211102551,10
espinosai,-78.9524018,-0.318790053,211,85,83,471,102,2383,420,42,75,1050,194,5,343,185,1142,5,10
espinosai,-79.97643882,0.774889204,247,59,75,550,78,1391,232,29,66,621,131,2,12,179,49,5,10
espinosai,-79.92787921,0.395950337,251,65,74,648,87,1649,288,37,68,773,141,2,178,180,170,5.099019514,10
espinosai,-79.64360706,0.393961578,240,75,78,640,96,2110,398,37,76,930,144,3,183,181,568,0,10
espinosai,-79.9453901,0.388352029,250,65,74,669,87,1626,287,36,69,768,136,1,106,177,-157,4,30
espinosai,-79.71980863,0.360830457,231,76,79,619,96,2128,395,34,78,935,148,2,8,179,33,8.94427191,10
espinosai,-79.712518,0.34821566,229,76,79,605,96,2172,401,34,77,1101,155,2,171,180,-110,9.433981132,10
espinosai,-79.72118204,0.340171442,229,76,79,607,96,2143,396,34,78,940,151,3,173,179,265,10.81665383,10
espinosai,-79.94682147,0.335288726,252,66,74,671,89,1508,276,30,71,726,142,1,205,181,-1,2.236067977,10
espinosai,-79.88524574,0.324444193,248,69,76,659,90,1614,300,32,74,801,132,4,153,174,-4,2.828427125,10
espinosai,-78.91579258,0.140582079,222,87,83,493,104,2329,392,52,62,1088,285,2,336,183,303,8.246211251,10
espinosai,-78.94162415,0.095406926,217,87,84,470,103,2702,438,61,63,1267,440,2,349,182,-341,9.486832981,10
espinosai,-78.83152003,0.080544742,197,94,87,317,107,2723,435,60,58,1117,500,5,196,185,370,10,10
espinosai,-79.18373996,-0.688837472,225,84,77,692,108,2599,489,38,81,1401,210,2,150,177,-301,7.071067812,10
espinosai,-79.05680719,-0.702727571,193,82,83,335,98,2318,411,38,76,1009,633,9,244,204,-474,15,10
espinosai,-79.10683831,-0.714196379,213,82,79,529,103,2444,451,40,78,1284,198,3,223,187,162,9.899494937,10
espinosai,-79.14583315,-0.782541021,226,83,76,725,108,2601,494,38,80,1398,212,2,262,188,339,3,10
espinosai,-79.67465132,0.409113603,238,75,78,589,95,2078,389,35,76,913,144,3,335,185,-418,3.16227766,30
espinosai,-79.27286848,-0.085775268,243,90,78,754,114,3007,577,53,79,1593,198,0,37,180,237,0,50
espinosai,-78.94896829,-0.325777464,200,86,84,382,102,2239,393,41,74,977,168,13,41,153,481,5.099019514,10
espinosai,-79.34999755,-0.583330682,244,88,77,808,113,2669,504,38,84,1467,212,1,238,183,66,3,10
espinosai,-79.36235817,-0.590028251,245,88,77,796,114,2642,501,36,85,1459,125,2,37,176,-185,2.828427125,10
espinosai,-79.13745895,0.501189581,232,83,81,527,102,2764,424,80,57,1137,336,4,272,194,277,12.08304597,10
espinosai,-78.92495603,0.076999757,212,87,82,466,105,2982,475,69,62,1248,363,10,44,158,99,7.071067812,10
espinosai,-78.77394412,-0.048292064,192,96,88,303,109,2484,406,60,60,1042,422,5,206,188,621,7.071067812,10
espinosai,-78.76392452,-0.068928784,186,98,87,237,112,2400,390,61,58,1002,264,5,358,181,392,9.219544457,10
espinosai,-78.65007921,-0.139213135,96,107,91,132,117,1325,188,31,44,473,129,2,349,182,-1288,19.72308292,10
